Author_Node_ID,Publication_Node_ID,Author_Position
1026256,5002515,1
1041270,5002515,2
1037306,5002516,1
1043169,5002517,1
1024501,5002518,3
1034627,5002518,2
1047937,5002518,1
1026233,5002519,2
1031591,5002519,1
1043331,5002520,1
1034486,5002521,1
1026954,5002522,1
1034803,5002522,2
1031511,5002523,2
1035762,5002523,3
1037353,5002523,1
1027856,5002524,3
1034178,5002524,1
1036468,5002524,4
1044552,5002524,2
1048356,5002524,5
1038927,5002525,1
1039105,5002525,3
1044481,5002525,2
1032113,5002526,1
1033904,5002527,2
1046472,5002527,1
1031028,5002528,1
1030607,5002529,1
1043184,5002530,1
1028727,5002531,1
1027950,5002532,1
1032185,5002532,2
1032460,5002532,3
1031432,5002533,5
1034474,5002533,1
1044685,5002533,4
1047290,5002533,2
1048847,5002533,3
1044562,5002534,1
1027856,5002535,3
1034178,5002535,1
1036468,5002535,4
1044552,5002535,2
1048356,5002535,5
1024627,5002536,2
1031808,5002536,1
1038852,5002536,3
1044294,5002537,1
1027319,5002538,1
1029956,5002538,2
1032463,5002538,3
1029086,5002539,1
1030456,5002540,1
1041461,5002540,2
1031028,5002541,1
1028855,5002542,1
1032634,5002542,2
1048705,5002542,3
1046476,5002543,1
1034801,5002544,1
1035211,5002545,1
1047258,5002545,2
1038155,5002546,1
1033598,5002547,2
1040157,5002547,1
1028953,5002548,1
1026591,5002549,2
1032873,5002549,1
1047765,5002550,1
1048637,5002550,2
1043373,5002551,1
1046280,5002551,2
1024493,5002552,3
1024667,5002552,1
1026565,5002552,2
1038044,5002552,4
1037924,5002552,5
1024467,5002553,1
1030158,5002554,3
1035396,5002554,1
1039506,5002554,4
1042043,5002554,2
1042497,5002555,1
1046324,5002555,2
1027860,5002556,3
1033634,5002556,1
1038779,5002556,5
1042277,5002556,4
1043671,5002556,6
1046384,5002556,2
1031379,5002557,2
1031436,5002557,1
1034859,5002557,4
1037342,5002557,3
1025367,5002558,3
1027586,5002558,1
1029971,5002558,4
1038153,5002558,2
1045953,5002558,5
1027416,5002559,4
1028557,5002559,2
1029496,5002559,3
1044539,5002559,1
1031245,5002560,1
1035778,5002560,2
1031028,5002561,1
1027549,5002562,1
1034450,5002562,2
1031924,5002563,2
1044627,5002563,1
1047551,5002563,3
1026247,5002564,1
1042296,5002564,2
1027657,5002565,2
1034373,5002565,1
1026769,5002566,1
1041217,5002566,2
1033374,5002567,1
1033237,5002568,2
1035763,5002568,1
1038394,5002568,3
1033546,5002569,1
1036343,5002569,3
1037018,5002569,2
1043647,5002569,4
1030025,5002570,1
1031929,5002570,2
1038025,5002570,3
1026247,5002571,1
1027630,5002572,1
1048718,5002572,2
1031028,5002573,1
1027441,5002574,1
1027804,5002574,2
1045392,5002575,1
1030431,5002576,2
1039378,5002576,1
1025323,5002577,3
1035979,5002577,1
1040332,5002577,2
1032109,5002578,2
1044152,5002578,1
1024995,5002579,2
1034827,5002579,1
1047290,5002580,1
1035320,5002581,1
1041537,5002581,4
1043589,5002581,5
1046741,5002581,2
1046770,5002581,3
1035339,5002582,1
1033887,5002583,1
1033255,5002584,1
1044828,5002585,1
1026585,5002586,1
1026615,5002586,2
1039397,5002587,1
1033595,5002588,1
1034681,5002589,2
1044259,5002589,1
1042142,5002590,1
1027950,5002591,1
1032185,5002591,2
1025051,5002592,2
1043121,5002592,1
1031973,5002593,3
1033463,5002593,4
1034714,5002593,1
1044413,5002593,5
1047444,5002593,2
1033595,5002594,1
1031307,5002595,3
1031607,5002595,1
1038494,5002595,2
1033543,5002596,2
1044319,5002596,1
1037900,5002597,2
1040340,5002597,1
1030513,5002598,1
1038321,5002598,2
1032251,5002599,3
1037318,5002599,1
1042416,5002599,2
1042102,5002600,1
1042301,5002600,2
1027261,5002601,1
1033326,5002601,2
1026050,5002602,3
1047939,5002602,2
1048847,5002602,1
1046547,5002603,1
1031046,5002604,1
1025947,5002605,2
1043987,5002605,3
1045089,5002605,1
1025034,5002606,3
1027239,5002606,1
1030843,5002606,2
1044306,5002607,1
1044353,5002608,1
1032547,5002609,1
1031643,5002610,1
1027742,5002611,1
1036127,5002612,2
1048733,5002612,1
1031746,5002613,2
1042843,5002613,1
1044786,5002614,1
1033178,5002615,1
1036705,5002616,1
1033155,5002617,1
1037290,5002618,1
1045074,5002619,1
1034779,5002620,1
1047283,5002621,1
1028934,5002622,1
1031028,5002623,1
1033155,5002624,1
1044113,5002625,1
1042954,5002625,2
1033178,5002626,1
1033350,5002627,1
1045074,5002628,1
1036705,5002629,1
1044301,5002630,1
1030001,5002631,1
1046245,5002632,1
1028934,5002633,1
1040015,5002634,1
1033178,5002635,1
1037290,5002636,1
1036705,5002637,1
1040115,5002638,1
1028934,5002639,1
1033177,5002640,1
1044836,5002641,1
1044836,5002642,1
1035884,5002643,1
1033178,5002644,1
1033155,5002645,1
1045074,5002646,1
1036705,5002647,1
1025870,5002648,2
1035420,5002648,3
1038573,5002648,4
1044637,5002648,1
1034524,5002649,2
1035155,5002649,1
1039090,5002649,3
1032251,5002650,1
1037318,5002650,2
1029705,5002651,1
1041247,5002651,2
1046471,5002651,3
1026215,5002652,5
1033190,5002652,4
1040758,5002652,1
1041906,5002652,2
1042103,5002652,3
1026038,5002653,2
1029728,5002653,3
1040205,5002653,4
1047344,5002653,1
1033441,5002654,1
1034585,5002655,2
1045766,5002655,1
1042007,5002656,1
1045704,5002656,2
1034754,5002657,2
1044342,5002657,1
1042816,5002658,1
1045383,5002658,2
1045383,5002659,1
1037291,5002660,2
1038030,5002660,1
1045392,5002661,1
1032485,5002662,1
1029635,5002663,1
1032302,5002664,1
1024592,5002665,1
1040813,5002665,4
1042037,5002665,3
1048654,5002665,2
1029976,5002666,1
1048332,5002666,2
1027942,5002667,2
1034703,5002667,1
1045392,5002668,1
1033658,5002669,1
1045280,5002669,2
1027851,5002670,1
1029687,5002671,1
1029510,5002672,5
1033910,5002672,4
1039797,5002672,3
1043114,5002672,2
1044769,5002672,1
1027456,5002673,1
1046805,5002673,2
1045392,5002674,1
1029841,5002675,1
1029499,5002676,1
1033177,5002676,2
1029493,5002677,1
1031476,5002678,2
1036382,5002678,1
1032088,5002679,1
1035351,5002680,4
1035389,5002680,6
1035861,5002680,1
1041602,5002680,3
1045596,5002680,7
1046676,5002680,2
1048064,5002680,5
1048818,5002681,1
1029132,5002682,2
1031117,5002682,1
1041026,5002682,3
1031117,5002683,1
1036565,5002684,1
1040569,5002684,2
1041746,5002685,2
1045192,5002685,4
1046610,5002685,1
1047181,5002685,3
1033328,5002686,2
1034179,5002686,1
1048215,5002686,3
1034217,5002687,2
1045204,5002687,1
1043190,5002688,2
1049445,5002688,1
1043029,5002689,1
1025509,5002690,2
1035211,5002690,1
1045783,5002690,3
1046447,5002691,1
1025043,5002692,1
1033044,5002692,2
1032524,5002693,2
1035839,5002693,3
1035848,5002693,1
1025942,5002694,2
1028114,5002694,1
1030123,5002694,3
1035055,5002694,4
1028422,5002695,2
1033264,5002695,4
1040282,5002695,3
1046468,5002695,1
1025061,5002696,1
1034653,5002696,2
1040121,5002697,1
1031125,5002698,2
1033220,5002698,1
1032280,5002699,1
1047203,5002699,2
1033174,5002700,1
1031961,5002701,1
1026097,5002702,2
1030619,5002702,1
1047262,5002702,3
1026876,5002703,3
1031041,5002703,1
1031306,5002703,2
1032588,5002703,5
1034514,5002703,4
1031043,5002704,2
1034586,5002704,3
1038204,5002704,1
1047361,5002704,4
1041687,5002705,3
1046356,5002705,1
1048483,5002705,2
1035788,5002706,1
1039023,5002706,3
1045305,5002706,2
1041904,5002707,1
1043934,5002707,2
1044449,5002707,3
1025439,5002708,5
1029623,5002708,3
1033381,5002708,2
1036257,5002708,1
1039435,5002708,4
1045306,5002708,6
1029512,5002709,3
1038964,5002709,4
1044829,5002709,5
1045652,5002709,2
1047434,5002709,1
1024793,5002710,1
1026314,5002710,2
1032681,5002710,3
1035426,5002710,4
1039868,5002710,5
1029814,5002711,2
1031356,5002711,1
1032678,5002711,3
1035038,5002711,4
1036345,5002712,1
1036351,5002712,3
1042217,5002712,2
1032092,5002713,1
1046178,5002713,2
1038947,5002714,2
1039212,5002714,1
1045930,5002714,3
1030097,5002715,4
1034183,5002715,3
1039159,5002715,1
1042342,5002715,2
1026643,5002716,5
1028841,5002716,2
1031385,5002716,1
1043331,5002716,7
1045687,5002716,4
1047401,5002716,6
1049406,5002716,3
1035707,5002717,2
1038922,5002717,3
1046119,5002717,1
1025531,5002718,3
1027189,5002718,5
1036229,5002718,1
1040269,5002718,4
1047650,5002718,2
1031118,5002719,3
1041222,5002719,4
1043290,5002719,1
1046468,5002719,2
1034551,5002720,2
1045514,5002720,1
1027236,5002721,3
1035847,5002721,2
1045135,5002721,1
1045466,5002721,4
1026799,5002722,9
1027064,5002722,1
1028577,5002722,6
1030872,5002722,4
1031327,5002722,2
1031913,5002722,10
1036397,5002722,7
1037155,5002722,8
1040558,5002722,3
1044708,5002722,5
1026962,5002723,1
1028912,5002723,7
1029534,5002723,4
1037676,5002723,3
1041595,5002723,6
1042375,5002723,5
1046119,5002723,2
1044108,5002724,1
1035260,5002725,1
1034367,5002726,2
1042553,5002726,1
1028267,5002727,1
1030476,5002728,1
1043812,5002728,2
1032659,5002729,2
1044460,5002729,1
1029748,5002730,1
1034367,5002731,1
1042553,5002731,2
1025351,5002732,3
1031041,5002732,1
1031223,5002732,2
1034635,5002732,6
1037649,5002732,5
1044796,5002732,4
1046186,5002733,1
1048774,5002733,2
1026579,5002734,1
1028684,5002734,3
1036845,5002734,4
1045054,5002734,2
1027087,5002735,1
1027672,5002735,2
1041983,5002735,3
1043605,5002735,4
1025619,5002736,3
1028555,5002736,2
1030575,5002736,1
1032457,5002736,4
1031118,5002737,1
1027076,5002738,8
1032499,5002738,3
1032699,5002738,6
1035628,5002738,5
1038288,5002738,7
1038405,5002738,1
1049389,5002738,2
1049806,5002738,4
1041275,5002739,2
1043622,5002739,1
1027607,5002740,1
1027646,5002740,3
1028826,5002740,5
1034984,5002740,2
1037221,5002740,7
1039838,5002740,6
1042627,5002740,8
1044863,5002740,4
1048917,5002740,9
1032726,5002741,1
1038583,5002741,2
1044556,5002741,3
1045943,5002741,4
1027173,5002742,4
1030120,5002742,2
1038073,5002742,5
1049117,5002742,1
1049240,5002742,3
1036913,5002743,1
1039665,5002743,3
1039764,5002743,6
1042208,5002743,5
1044168,5002743,2
1046930,5002743,7
1049548,5002743,4
1028589,5002744,5
1039189,5002744,6
1039362,5002744,2
1041231,5002744,4
1044072,5002744,3
1047040,5002744,1
1027807,5002745,11
1031896,5002745,10
1036881,5002745,4
1037052,5002745,1
1038957,5002745,9
1040861,5002745,3
1041881,5002745,2
1043159,5002745,6
1043376,5002745,8
1044572,5002745,7
1046552,5002745,5
1046588,5002745,13
1047045,5002745,12
1025245,5002746,2
1030233,5002746,1
1025245,5002747,3
1025612,5002747,2
1037250,5002747,4
1048222,5002747,1
1028202,5002748,1
1037771,5002748,2
1030788,5002749,1
1033743,5002749,2
1039597,5002750,1
1046489,5002750,2
1040129,5002751,1
1044669,5002751,2
1026786,5002752,2
1028417,5002752,4
1028503,5002752,3
1043620,5002752,6
1046072,5002752,5
1048428,5002752,1
1030751,5002753,1
1047558,5002753,2
1047581,5002753,3
1037178,5002754,4
1044046,5002754,2
1047033,5002754,1
1048030,5002754,3
1029651,5002755,3
1033763,5002755,6
1038249,5002755,5
1045787,5002755,7
1045952,5002755,2
1049140,5002755,1
1049805,5002755,4
1024762,5002756,1
1031078,5002756,3
1045086,5002756,2
1037280,5002757,4
1039012,5002757,2
1047038,5002757,5
1049071,5002757,1
1049724,5002757,3
1026902,5002758,5
1031214,5002758,3
1031215,5002758,4
1038569,5002758,1
1042212,5002758,2
1024472,5002759,2
1026374,5002759,5
1026488,5002759,4
1027128,5002759,6
1028641,5002759,1
1029610,5002759,9
1039432,5002759,8
1043512,5002759,3
1046166,5002759,7
1047710,5002759,10
1030183,5002760,1
1031662,5002760,4
1034896,5002760,3
1045242,5002760,2
1042396,5002761,1
1045453,5002761,2
1030972,5002762,1
1031253,5002762,3
1041907,5002762,5
1046610,5002762,4
1049721,5002762,2
1025551,5002763,4
1040493,5002763,3
1049897,5002763,2
1049901,5002763,1
1035211,5002764,1
1034715,5002765,2
1035211,5002765,1
1040129,5002765,3
1026328,5002766,1
1028618,5002766,2
1035040,5002766,3
1026401,5002767,1
1043595,5002767,3
1049228,5002767,2
1024469,5002768,2
1027364,5002768,1
1027931,5002768,3
1041237,5002768,4
1025239,5002769,3
1025279,5002769,2
1045489,5002769,1
1025883,5002770,3
1026773,5002770,6
1028454,5002770,2
1029065,5002770,1
1032446,5002770,5
1045267,5002770,4
1046259,5002771,1
1025426,5002772,5
1029298,5002772,3
1033964,5002772,2
1038884,5002772,7
1040320,5002772,4
1044735,5002772,1
1047027,5002772,6
1024749,5002773,4
1030392,5002773,5
1036070,5002773,2
1037622,5002773,6
1049441,5002773,3
1049751,5002773,1
1037496,5002774,1
1039334,5002774,3
1043108,5002774,2
1046340,5002774,5
1046439,5002774,4
1031851,5002775,1
1025479,5002776,3
1029611,5002776,6
1036196,5002776,2
1040129,5002776,1
1040171,5002776,4
1043590,5002776,5
1026433,5002777,3
1033001,5002777,1
1041790,5002777,2
1027189,5002778,2
1042967,5002778,1
1047670,5002778,3
1038056,5002779,3
1041111,5002779,1
1041911,5002779,2
1042065,5002779,4
1045684,5002779,7
1045815,5002779,5
1047373,5002779,6
1032224,5002780,1
1044131,5002780,3
1044653,5002780,4
1048379,5002780,2
1042245,5002781,1
1040868,5002782,1
1047755,5002782,2
1025352,5002783,2
1029440,5002783,3
1044485,5002783,4
1049427,5002783,1
1025865,5002784,5
1026365,5002784,1
1030070,5002784,4
1036141,5002784,3
1041851,5002784,2
1045997,5002784,6
1028101,5002785,2
1035680,5002785,3
1040133,5002785,4
1042100,5002785,5
1042328,5002785,1
1025534,5002786,1
1029279,5002786,2
1044742,5002786,3
1047800,5002786,4
1027585,5002787,5
1029038,5002787,6
1030579,5002787,4
1031041,5002787,1
1033049,5002787,2
1038149,5002787,7
1040109,5002787,3
1027028,5002788,1
1037002,5002789,1
1043766,5002789,3
1047232,5002789,2
1024690,5002790,3
1031348,5002790,5
1045505,5002790,2
1047897,5002790,4
1049706,5002790,1
1025968,5002791,3
1039330,5002791,2
1045126,5002791,1
1025974,5002792,3
1037198,5002792,1
1039435,5002792,4
1047971,5002792,2
1035788,5002793,3
1039023,5002793,2
1045305,5002793,1
1024807,5002794,1
1027029,5002794,2
1027090,5002794,5
1033266,5002794,3
1039244,5002794,4
1033984,5002795,4
1037437,5002795,2
1037438,5002795,3
1040601,5002795,6
1041113,5002795,1
1043966,5002795,5
1047489,5002796,3
1049029,5002796,1
1049437,5002796,2
1029513,5002797,1
1029966,5002797,9
1037232,5002797,5
1040344,5002797,8
1041526,5002797,7
1042466,5002797,4
1048867,5002797,2
1049285,5002797,6
1049320,5002797,3
1029025,5002798,1
1030895,5002798,3
1041077,5002798,4
1045256,5002798,2
1030988,5002799,2
1036171,5002799,3
1037043,5002799,4
1045907,5002799,1
1025365,5002800,3
1030113,5002800,4
1030830,5002800,2
1046023,5002800,1
1026316,5002801,2
1030787,5002801,1
1031286,5002802,2
1042313,5002802,1
1040129,5002803,1
1047591,5002803,2
1026876,5002804,4
1031041,5002804,1
1031223,5002804,2
1031306,5002804,3
1032588,5002804,5
1032377,5002805,2
1037974,5002805,1
1040391,5002806,1
1046289,5002806,2
1040129,5002807,1
1024727,5002808,1
1026847,5002808,3
1027151,5002808,6
1027218,5002808,4
1027590,5002808,7
1028465,5002808,9
1033364,5002808,5
1043663,5002808,2
1045272,5002808,8
1028488,5002809,5
1030884,5002809,6
1035300,5002809,4
1035528,5002809,3
1045355,5002809,2
1048036,5002809,1
1027302,5002810,6
1028132,5002810,8
1028580,5002810,2
1029137,5002810,10
1029284,5002810,5
1032620,5002810,3
1034466,5002810,9
1036390,5002810,1
1044677,5002810,7
1046355,5002810,11
1047649,5002810,4
1027187,5002811,13
1028587,5002811,7
1029130,5002811,11
1029286,5002811,4
1031503,5002811,12
1032228,5002811,3
1038301,5002811,9
1039792,5002811,8
1040199,5002811,5
1044759,5002811,14
1045411,5002811,6
1045432,5002811,1
1045710,5002811,2
1046350,5002811,10
1025489,5002812,5
1030752,5002812,3
1031351,5002812,2
1045367,5002812,1
1046147,5002812,4
1029477,5002813,2
1035008,5002813,1
1044959,5002813,3
1038884,5002814,4
1040863,5002814,2
1041596,5002814,3
1048123,5002814,1
1035210,5002815,4
1037624,5002815,3
1041822,5002815,2
1044063,5002815,5
1047640,5002815,1
1029892,5002816,7
1032916,5002816,2
1037561,5002816,1
1039744,5002816,4
1039771,5002816,5
1045141,5002816,3
1046738,5002816,6
1025734,5002817,7
1031335,5002817,9
1035177,5002817,2
1035542,5002817,3
1036936,5002817,6
1038261,5002817,4
1039921,5002817,5
1041193,5002817,10
1043520,5002817,1
1049027,5002817,8
1025787,5002818,1
1034807,5002818,2
1047225,5002818,3
1036339,5002819,2
1037220,5002819,4
1039320,5002819,3
1042020,5002819,1
1027867,5002820,2
1034219,5002820,4
1039978,5002820,1
1048504,5002820,3
1026927,5002821,2
1033865,5002821,1
1026485,5002822,2
1031118,5002822,1
1049704,5002822,3
1025751,5002823,1
1049099,5002823,3
1049288,5002823,2
1025687,5002824,3
1029572,5002824,5
1039475,5002824,4
1047568,5002824,2
1048037,5002824,1
1032298,5002825,3
1032658,5002825,2
1039043,5002825,4
1039880,5002825,1
1046222,5002825,5
1028380,5002826,4
1045864,5002826,2
1047394,5002826,3
1049332,5002826,1
1025109,5002827,3
1036504,5002827,1
1048655,5002827,2
1030946,5002828,2
1039212,5002828,1
1032774,5002829,1
1039933,5002829,3
1040024,5002829,2
1026625,5002830,1
1026631,5002830,5
1033720,5002830,3
1039964,5002830,6
1039969,5002830,4
1049904,5002830,2
1024962,5002831,2
1039833,5002831,1
1046206,5002831,3
1025533,5002832,4
1029025,5002832,1
1030666,5002832,5
1030895,5002832,7
1037519,5002832,6
1039280,5002832,3
1049625,5002832,2
1035582,5002834,6
1036965,5002834,5
1046001,5002834,1
1048984,5002834,2
1049256,5002834,4
1049766,5002834,3
1030507,5002835,2
1037703,5002835,1
1030688,5002836,2
1036314,5002836,7
1036520,5002836,5
1036575,5002836,6
1038569,5002836,3
1039201,5002836,4
1046765,5002836,8
1047063,5002836,1
1026651,5002839,8
1026876,5002839,7
1031041,5002839,1
1031223,5002839,3
1031306,5002839,6
1032588,5002839,5
1033234,5002839,2
1047668,5002839,4
1026016,5002840,9
1026211,5002840,3
1028650,5002840,8
1031255,5002840,7
1033942,5002840,5
1036525,5002840,1
1036615,5002840,2
1039928,5002840,10
1044439,5002840,6
1044591,5002840,4
1032045,5002842,2
1032495,5002842,3
1046392,5002842,1
1029873,5002843,3
1040005,5002843,1
1047390,5002843,2
1025963,5002846,1
1027075,5002846,2
1027165,5002846,3
1027182,5002846,4
1026302,5002857,1
1031118,5002857,3
1046280,5002857,2
1030348,5002858,1
1034959,5002858,2
1038429,5002858,3
1044108,5002859,1
1027489,5002860,6
1034353,5002860,2
1034379,5002860,5
1034383,5002860,3
1036837,5002860,4
1045027,5002860,1
1025096,5002861,1
1042820,5002862,1
1027308,5002863,3
1030840,5002863,2
1043194,5002863,4
1043395,5002863,1
1027261,5002864,2
1033326,5002864,3
1042485,5002864,1
1024483,5002865,1
1031379,5002866,2
1031436,5002866,1
1035773,5002866,3
1044108,5002867,1
1031251,5002868,1
1034463,5002869,1
1044133,5002869,2
1035609,5002870,1
1041066,5002870,2
1025015,5002871,1
1040637,5002872,2
1046516,5002872,1
1030407,5002873,2
1034811,5002873,3
1035382,5002873,1
1044060,5002873,4
1026627,5002874,3
1033328,5002874,1
1037051,5002874,4
1039854,5002874,2
1035240,5002875,1
1026697,5002876,2
1031245,5002876,1
1038162,5002876,3
1043873,5002876,4
1047548,5002876,5
1030328,5002877,1
1036263,5002877,2
1036883,5002877,3
1028163,5002878,2
1034444,5002878,1
1027676,5002879,4
1030142,5002879,3
1033190,5002879,2
1039179,5002879,1
1044303,5002879,5
1030456,5002880,2
1036254,5002880,1
1035301,5002881,2
1047326,5002881,1
1025727,5002882,4
1036433,5002882,2
1042340,5002882,1
1048910,5002882,3
1029313,5002883,2
1037605,5002883,1
1033700,5002884,2
1043461,5002884,3
1042949,5002884,4
1044365,5002884,1
1044697,5002884,5
1046156,5002884,6
1046579,5002884,7
1025341,5002885,2
1044843,5002885,1
1031515,5002886,2
1043207,5002886,1
1039339,5002887,1
1027831,5002888,4
1028260,5002888,1
1036950,5002888,3
1037695,5002888,2
1031028,5002889,1
1028903,5002890,1
1029084,5002890,3
1032224,5002890,2
1043712,5002890,5
1046315,5002890,4
1032224,5002891,1
1042973,5002891,4
1044076,5002891,2
1048851,5002891,3
1037523,5002892,3
1041969,5002892,4
1044113,5002892,2
1047085,5002892,1
1027299,5002893,3
1029490,5002893,4
1033108,5002893,1
1037986,5002893,2
1043676,5002894,1
1038387,5002895,1
1041924,5002896,2
1045138,5002896,1
1034801,5002897,1
1031893,5002898,1
1039070,5002899,1
1048914,5002899,2
1025018,5002900,1
1038740,5002900,2
1046512,5002901,1
1024837,5002902,1
1036602,5002902,4
1038577,5002902,2
1043354,5002902,3
1039076,5002903,2
1043113,5002903,1
1030077,5002904,1
1027880,5002905,1
1031028,5002906,1
1039299,5002907,1
1032090,5002908,3
1032282,5002908,1
1033548,5002908,4
1039513,5002908,2
1032684,5002909,1
1026722,5002910,3
1032044,5002910,2
1032293,5002910,1
1040524,5002910,5
1046397,5002910,4
1032171,5002911,3
1041935,5002911,1
1045244,5002911,2
1046154,5002911,4
1027311,5002912,1
1035775,5002912,2
1045392,5002913,1
1031118,5002914,1
1041701,5002915,2
1046833,5002915,1
1026247,5002916,1
1033921,5002916,2
1026136,5002917,2
1031598,5002917,3
1040113,5002917,1
1028001,5002918,3
1032462,5002918,5
1033842,5002918,4
1040312,5002918,1
1043207,5002918,2
1044654,5002918,6
1036168,5002919,1
1037265,5002919,4
1046349,5002919,3
1048428,5002919,5
1048889,5002919,2
1038028,5002920,1
1037878,5002921,2
1048118,5002921,3
1049513,5002921,1
1025226,5002922,3
1027700,5002922,1
1045749,5002922,2
1026720,5002923,1
1035883,5002923,2
1044738,5002923,3
1030092,5002924,4
1032238,5002924,5
1035242,5002924,2
1036414,5002924,3
1048802,5002924,1
1035084,5002925,1
1036903,5002926,1
1038846,5002926,2
1044977,5002926,3
1028125,5002927,2
1046512,5002927,1
1044108,5002928,1
1030334,5002929,1
1038021,5002930,1
1043180,5002930,2
1035806,5002931,1
1035981,5002931,2
1030651,5002932,2
1040302,5002932,1
1041982,5002933,1
1044326,5002933,2
1024756,5002934,3
1038842,5002934,2
1041759,5002934,4
1046578,5002934,1
1032775,5002935,1
1043533,5002935,2
1034801,5002936,1
1039800,5002937,1
1042404,5002937,3
1044319,5002937,2
1027299,5002938,1
1043876,5002938,2
1038877,5002939,1
1048314,5002939,2
1031028,5002940,1
1044108,5002941,1
1030119,5002942,2
1030813,5002942,1
1036701,5002943,1
1037986,5002943,3
1038026,5002943,4
1039547,5002943,2
1034526,5002944,1
1047050,5002944,2
1025191,5002945,3
1025847,5002945,1
1027469,5002945,2
1035325,5002946,1
1024598,5002947,1
1028704,5002947,2
1034262,5002947,3
1027299,5002948,3
1033108,5002948,1
1037116,5002948,4
1037986,5002948,2
1024951,5002949,2
1034517,5002949,4
1034520,5002949,3
1039314,5002949,1
1026256,5002950,1
1043776,5002950,2
1033066,5002951,2
1048699,5002951,1
1034764,5002952,1
1038392,5002952,4
1039073,5002952,2
1047480,5002952,3
1030433,5002953,1
1037506,5002954,2
1044364,5002954,3
1048337,5002954,1
1035144,5002955,1
1036452,5002955,2
1029591,5002956,1
1034784,5002956,3
1048223,5002956,2
1026744,5002957,2
1027285,5002957,4
1039041,5002957,3
1041940,5002957,1
1048436,5002957,5
1042911,5002958,2
1043018,5002958,1
1048325,5002958,3
1028511,5002959,1
1033774,5002959,2
1049375,5002959,3
1027299,5002960,2
1033108,5002960,3
1035860,5002960,1
1048270,5002961,1
1029706,5002962,4
1036657,5002962,2
1044820,5002962,3
1047059,5002962,1
1026560,5002963,2
1036903,5002963,1
1030381,5002964,2
1031973,5002964,1
1038304,5002965,1
1026678,5002966,1
1031028,5002967,1
1029720,5002968,1
1047091,5002968,2
1030055,5002969,3
1036764,5002969,2
1048687,5002969,1
1033464,5002970,2
1037691,5002970,1
1044646,5002971,1
1029008,5002972,2
1040389,5002972,1
1028592,5002973,1
1047037,5002974,1
1027892,5002975,1
1043601,5002976,1
1028712,5002977,2
1038659,5002977,1
1038812,5002977,3
1025973,5002978,1
1036786,5002978,2
1027466,5002979,2
1031169,5002979,1
1043269,5002980,1
1047464,5002980,2
1026292,5002981,1
1030353,5002981,3
1038476,5002981,2
1025484,5002982,3
1027293,5002982,1
1042099,5002982,2
1026725,5002983,3
1029937,5002983,2
1048799,5002983,1
1026808,5002984,4
1028898,5002984,2
1036535,5002984,3
1036542,5002984,1
1030456,5002985,1
1030568,5002985,2
1039544,5002986,3
1040128,5002986,2
1042838,5002986,1
1024528,5002987,1
1035351,5002988,1
1046359,5002988,3
1048064,5002988,2
1047085,5002989,1
1027261,5002990,1
1033326,5002990,2
1044091,5002991,1
1048077,5002991,2
1029020,5002992,2
1030020,5002992,1
1038466,5002993,1
1045429,5002993,3
1048435,5002993,2
1049663,5002993,4
1031118,5002994,1
1026981,5002995,1
1036264,5002995,2
1025323,5002996,2
1035979,5002996,3
1040332,5002996,1
1031767,5002997,2
1035539,5002997,1
1042447,5002997,3
1034801,5002998,1
1045325,5002999,1
1049304,5002999,2
1030722,5003000,5
1035884,5003000,7
1036078,5003000,6
1040134,5003000,2
1044306,5003000,8
1044152,5003000,1
1046352,5003000,3
1046693,5003000,4
1030321,5003001,1
1038251,5003001,2
1046158,5003001,3
1029407,5003002,2
1036445,5003002,1
1041457,5003002,3
1028422,5003003,3
1035545,5003003,2
1046468,5003003,1
1030723,5003004,2
1042588,5003004,1
1025043,5003005,1
1036838,5003006,1
1044268,5003006,2
1033274,5003007,2
1035533,5003007,1
1043269,5003008,1
1028416,5003009,1
1029742,5003009,2
1034620,5003009,3
1029238,5003010,1
1034925,5003010,3
1046503,5003010,2
1046022,5003011,1
1047041,5003011,2
1038740,5003012,1
1043721,5003012,2
1027166,5003013,3
1028548,5003013,2
1033190,5003013,1
1029407,5003014,3
1040700,5003014,1
1046114,5003014,2
1043565,5003015,1
1046971,5003015,2
1038006,5003016,3
1040183,5003016,2
1042580,5003016,1
1046681,5003016,4
1031046,5003017,1
1031118,5003018,1
1026466,5003019,1
1035702,5003019,2
1033174,5003020,1
1037199,5003021,3
1043175,5003021,1
1043190,5003021,2
1046304,5003022,1
1044108,5003023,1
1030575,5003024,2
1032468,5003024,1
1042432,5003024,3
1038714,5003025,1
1025155,5003026,1
1033177,5003027,1
1024697,5003028,1
1031028,5003029,1
1031698,5003030,1
1027957,5003031,1
1025145,5003032,1
1033595,5003033,1
1035072,5003034,3
1038367,5003034,2
1044264,5003034,1
1038740,5003035,1
1033174,5003036,1
1034801,5003037,1
1028333,5003038,1
1033888,5003038,3
1048899,5003038,2
1033595,5003039,1
1033174,5003040,1
1033804,5003041,1
1035645,5003042,2
1035862,5003042,1
1025368,5003043,2
1033139,5003043,1
1045074,5003044,1
1030619,5003045,1
1035379,5003046,1
1045463,5003046,3
1045700,5003046,4
1048693,5003046,2
1031046,5003047,1
1029584,5003048,1
1048531,5003048,2
1028802,5003049,4
1035846,5003049,3
1043114,5003049,1
1043835,5003049,2
1044769,5003049,5
1033174,5003050,1
1025760,5003051,6
1027763,5003051,4
