Publication_Node_ID,Year
5003553,2002
5003554,2002
5003555,2002
5003556,2002
5003557,2002
5003558,2002
5003559,2002
5003560,2002
5003561,2002
5003562,2002
5003563,2002
5003564,2002
5003565,2002
5003566,2002
5003567,2002
5003568,2002
5003569,2002
5003570,2002
5003571,2002
5003572,2002
5003573,2002
5003574,2002
5003575,2002
5003576,2002
5003577,2002
5003578,2002
5003579,2002
5003580,2002
5003581,2002
5003582,2002
5003583,2002
5003584,2003
5003585,2003
5003586,2003
5003587,2003
5003588,2003
5003589,2003
5003590,2003
5003591,2003
5003592,2003
5003593,2003
5003594,2003
5003595,2003
5003596,2003
5003597,2003
5003598,2003
5003599,2003
5003600,2003
5003601,2003
5003602,2003
5003603,2003
5003604,2003
5003605,2003
5003606,2003
5003607,2003
5003608,2003
5003609,2003
5003610,2003
5003611,2003
5003612,2003
5003613,2003
5003614,2003
5003615,2003
5003616,2003
5003617,2003
5003618,2003
5003619,2003
5003620,2003
5003621,2003
5003622,2003
5003623,2003
5003624,2003
5003625,2003
5003626,2003
5003627,2003
5003628,2003
5003629,1973
5003630,1973
5003631,1973
5003632,1973
5003633,1973
5003634,1973
5003635,1973
5003636,1974
5003637,1974
5003638,1974
5003639,1974
5003640,1974
5003641,1974
5003642,1974
5003643,1974
5003644,1974
5003645,1974
5003646,1974
5003647,1974
5003648,1974
5003649,1974
5003650,1974
5003651,1974
5003652,1974
5003653,1974
5003654,1974
5003655,1974
5003656,1974
5003657,1974
5003658,1974
5003659,1974
5003660,1974
5003661,1974
5003662,1974
5003663,1974
5003664,1974
5003665,1974
5003666,1974
5003667,1974
5003668,1974
5003669,1974
5003670,1974
5003671,1974
5003672,1974
5003673,1974
5003674,1974
5003675,1974
5003676,1974
5003677,1974
5003678,1974
5003679,1974
5003680,1975
5003681,1975
5003682,1975
5003683,1975
5003684,1975
5003685,1975
5003686,1975
5003687,1975
5003688,1975
5003689,1975
5003690,1975
5003691,1975
5003692,1975
5003693,1975
5003694,1975
5003695,1975
5003696,1975
5003697,1975
5003698,1975
5003699,1975
5003700,1975
5003701,1975
5003702,1975
5003703,1975
5003704,1975
5003705,1975
5003706,1975
5003707,1975
5003708,1975
5003709,1975
5003710,1975
5003711,1975
5003712,1975
5003713,1975
5003714,1975
5003715,1975
5003716,1975
5003717,1975
5003718,1975
5003719,1975
5003720,1975
5003721,1975
5003722,1975
5003723,1975
5003724,1975
5003725,1975
5003726,1975
5003727,1975
5003728,1975
5003729,1975
5003730,1975
5003731,1975
5003732,1975
5003733,1975
5003734,1975
5003735,1975
5003736,1975
5003737,1975
5003738,1975
5003739,1975
5003740,1975
5003741,1975
5003742,1975
5003743,1975
5003744,1975
5003745,1975
5003746,1976
5003747,1976
5003748,1976
5003749,1976
5003750,1976
5003751,1976
5003752,1976
5003753,1976
5003754,1976
5003755,1976
5003756,1976
5003757,1976
5003758,1976
5003759,1976
5003760,1976
5003761,1976
5003762,1976
5003763,1976
5003764,1976
5003765,1976
5003766,1976
5003767,1976
5003768,1976
5003769,1976
5003770,1976
5003771,1976
5003772,1976
5003773,1976
5003774,1976
5003775,1976
5003776,1976
5003777,1976
5003778,1976
5003779,1976
5003780,1976
5003781,1976
5003782,1976
5003783,1976
5003784,1976
5003785,1976
5003786,1976
5003787,1976
5003788,1976
5003789,1976
5003790,1976
5003791,1976
5003792,1976
5003793,1976
5003794,1976
5003795,1976
5003796,1976
5003797,1976
5003798,1976
5003799,1976
5003800,1976
5003801,1976
5003802,1976
5003803,1976
5003804,1976
5003805,1976
5003806,1976
5003807,1976
5003808,1976
5003809,1976
5003810,1976
5003811,1976
5003812,1976
5003813,1976
5003814,1976
5003815,1977
5003816,1977
5003817,1977
5003818,1977
5003819,1977
5003820,1977
5003821,1977
5003822,1977
5003823,1977
5003824,1977
5003825,1977
5003826,1977
5003827,1977
5003828,1977
5003829,1977
5003830,1977
5003831,1977
5003832,1977
5003833,1977
5003834,1977
5003835,1977
5003836,1977
5003837,1977
5003838,1977
5003839,1977
5003840,1977
5003841,1977
5003842,1977
5003843,1977
5003844,1977
5003845,1977
5003846,1977
5003847,1977
5003848,1977
5003849,1977
5003850,1977
5003851,1977
5003852,1977
5003853,1977
5003854,1977
5003855,1977
5003856,1977
5003857,1977
5003858,1977
5003859,1977
5003860,1977
5003861,1977
5003862,1977
5003863,1977
5003864,1977
5003865,1977
5003866,1977
5003867,1977
5003868,1977
5003869,1977
5003870,1977
5003871,1977
5003872,1977
5003873,1977
5003874,1977
5003875,1977
5003876,1977
5003877,1977
5003878,1977
5003879,1977
5003880,1977
5003881,1977
5003882,1977
5003883,1977
5003884,1977
5003885,1977
5003886,1977
5003887,1977
5003888,1977
5003889,1977
5003890,1977
5003891,1977
5003892,1977
5003893,1977
5003894,1977
5003895,1977
5003896,1978
5003897,1978
5003898,1978
5003899,1978
5003900,1978
5003901,1978
5003902,1978
5003903,1978
5003904,1978
5003905,1978
5003906,1978
5003907,1978
5003908,1978
5003909,1978
5003910,1978
5003911,1978
5003912,1978
5003913,1978
5003914,1978
5003915,1978
5003916,1978
5003917,1978
5003918,1978
5003919,1978
5003920,1978
5003921,1978
5003922,1978
5003923,1978
5003924,1978
5003925,1978
5003926,1978
5003927,1978
5003928,1978
5003929,1978
5003930,1978
5003931,1978
5003932,1978
5003933,1978
5003934,1978
5003935,1978
5003936,1978
5003937,1978
5003938,1978
5003939,1978
5003940,1978
5003941,1978
5003942,1978
5003943,1978
5003944,1978
5003945,1978
5003946,1978
5003947,1978
5003948,1978
5003949,1978
5003950,1978
5003951,1978
5003952,1978
5003953,1978
5003954,1978
5003955,1978
5003956,1978
5003957,1978
5003958,1978
5003959,1978
5003960,1978
5003961,1978
5003962,1978
5003963,1978
5003964,1978
5003965,1978
5003966,1979
5003967,1979
5003968,1979
5003969,1979
5003970,1979
5003971,1979
5003972,1979
5003973,1979
5003974,1979
5003975,1979
5003976,1979
5003977,1979
5003978,1979
5003979,1979
5003980,1979
5003981,1979
5003982,1979
5003983,1979
5003984,1979
5003985,1979
5003986,1979
5003987,1979
5003988,1979
5003989,1979
5003990,1979
5003991,1979
5003992,1979
5003993,1979
5003994,1979
5003995,1979
5003996,1979
5003997,1979
5003998,1979
5003999,1979
5004000,1979
5004001,1979
5004002,1979
5004003,1979
5004004,1979
5004005,1979
5004006,1979
5004007,1979
5004008,1979
5004009,1979
5004010,1979
5004011,1979
5004012,1979
5004013,1979
5004014,1979
5004015,1979
5004016,1979
5004017,1979
5004018,1979
5004019,1979
5004020,1979
5004021,1979
5004022,1979
5004023,1979
5004024,1979
5004025,1979
5004026,1979
5004027,1979
5004028,1979
5004029,1979
5004030,1979
5004031,1979
5004032,1979
5004033,1979
5004034,1979
5004035,1979
5004036,1979
5004037,1979
5004038,1979
5004039,1979
5004040,1979
5004041,1979
5004042,1979
5004043,1979
5004044,1979
5004045,1979
5004046,1979
5004047,1979
5004048,1979
5004049,1979
5004050,1979
5004051,1979
5004052,1979
5004053,1979
5004054,1979
5004055,1979
5004056,1979
5004057,1979
5004058,1979
5004059,1979
5004060,1990
5004061,1990
5004062,1990
5004063,1990
5004064,1990
5004065,1990
5004066,1990
5004067,1990
5004068,1990
5004069,1990
5004070,1990
5004071,1990
5004072,1990
5004073,1990
5004074,1990
5004075,1990
5004076,1990
5004077,1990
5004078,1990
5004079,1999
5004080,1999
5004081,1999
5004082,1999
5004083,1999
5004084,1999
5004085,1999
5004086,1999
5004087,1999
5004088,1999
5004089,1999
5004090,1999
5004091,1999
5004092,1999
5004093,1999
5004094,1999
5004095,1999
5004096,1999
5004097,1999
5004098,1999
5004099,1999
5004100,1999
5004101,2004
5004102,2004
5004103,2004
5004104,2004
5004105,2004
5004106,2004
5004107,2004
5004108,2004
5004109,2004
5004110,2004
5004111,2004
5004112,2004
5004113,2004
5004114,2004
5004115,2004
5004116,2004
5004117,2004
5004118,2004
5004119,2004
5004120,2004
5004121,2005
5004122,2005
5004123,2005
5004124,2005
5004125,2005
5004126,2005
5004127,2005
5004128,2005
5004129,2005
5004130,2005
5004131,2005
5004132,2005
5004133,2005
5004134,2005
5004135,2005
5004136,2005
5004137,2005
5004138,2005
5004139,2005
5004140,2005
5004141,2005
5004142,2006
5004143,2006
5004144,2006
5004145,2006
5004146,2006
5004147,2006
5004148,2006
5004149,2006
5004150,2006
5004151,2006
5004152,2006
5004153,2006
5004154,2006
5004155,2006
5004156,2006
5004157,2006
5004158,2006
5004159,2006
5004160,2006
5004161,2006
5004162,2006
5004163,2006
5004164,2007
5004165,2007
5004166,2007
5004167,2007
5004168,2007
5004169,2007
5004170,2007
5004171,2007
5004172,2007
5004173,2007
5004174,2007
5004175,2007
5004176,2007
5004177,2007
5004178,2007
5004179,2007
5004180,2007
5004181,2007
5004182,2007
5004183,2007
5004184,2007
5004185,2007
5004186,2008
5004187,2008
5004188,2008
5004189,2008
5004190,2008
5004191,2008
5004192,2008
5004193,2007
5004194,2008
5004195,2009
5004196,2008
5004197,2008
5004198,2008
5004199,2009
5004200,2008
5004201,2009
5004202,2009
5004203,2009
5004204,2008
5004205,2008
5004206,2009
5004207,2008
5004208,2009
5004209,2009
5004210,2010
5004211,2008
5004212,2009
5004213,2008
5004214,2009
5004215,2008
5004216,2009
5004217,2008
5004218,2009
5004219,2009
5004220,2009
5004221,2009
5004222,2009
5004223,2010
5004224,2008
5004225,2008
5004226,2008
5004227,2008
5004228,2009
5004229,2009
5004230,2009
5004231,2009
5004232,2009
5004233,2010
5004234,2010
5004235,2010
5004236,2010
5004237,2008
5004238,2008
5004239,2011
5004240,2010
5004241,2010
5004242,2010
5004243,2010
5004244,2010
5004245,2010
5004246,2010
5004247,2010
5004248,2010
5004249,2010
5004250,2010
5004251,2010
5004252,2010
5004253,2009
5004254,2010
5004255,2010
5004256,2010
5004257,2010
5004258,2010
5004259,2009
5004260,2009
5004261,2009
5004262,2009
5004263,2009
5004264,2009
5004265,2009
5004266,2009
5004267,2011
5004268,2011
5004269,2010
5004270,2011
5004271,2011
5004272,2011
5004273,2011
5004274,2011
5004275,2011
5004276,2011
5004277,2011
5004278,2011
5004279,2010
5004280,2011
5004281,2011
5004282,2011
5004283,2011
5004284,2011
5004285,2011
5004286,2011
5004287,2011
5004288,2010
5004289,2010
5004290,2011
5004291,2011
5004292,2011
5004293,2011
5004294,2010
5004295,2011
5004296,2000
5004297,2000
5004298,2000
5004299,2000
5004300,2000
5004301,2000
5004302,2000
5004303,2000
5004304,2000
5004305,2000
5004306,2000
5004307,2000
5004308,2000
5004309,2000
5004310,2000
5004311,2000
5004312,2000
5004313,2000
5004314,2000
5004315,2000
5004316,2000
5004317,2000
5004318,2000
5004319,2000
5004320,2011
5004321,2010
5004322,2010
5004323,2010
5004324,2011
5004325,2011
5004326,2011
5004327,2011
5004328,2011
5004329,2011
5004330,2011
5004331,2012
5004332,2012
5004333,2010
5004334,2011
5004335,2010
5004336,2010
5004337,2010
5004338,2010
5004339,2010
5004340,2010
5004341,2012
5004342,2010
5004343,2012
5004344,2011
5004345,2011
5004346,2012
5004347,2012
5004348,2012
5004349,2010
5004350,2011
5004351,2010
5004352,2010
5004353,2010
5004354,2010
5004355,2010
5004356,2010
5004357,2010
5004358,2010
5004359,2010
5004360,2010
5004361,2010
5004362,2010
5004363,2010
5004364,2010
5004365,2011
5004366,2011
5004367,2012
5004368,2012
5004369,2012
5004370,2012
5004371,2011
5004372,2012
5004373,2012
5004374,2012
5004375,2012
5004376,2012
5004377,2012
5004378,2012
5004379,2011
5004380,2011
5004381,2012
5004382,2012
5004383,2012
5004384,2012
5004385,2012
5004386,2011
5004387,2012
5004388,2012
5004389,2012
5004390,2012
5004391,2011
5004392,2012
5004393,2012
5004394,2012
5004395,2012
5004396,2011
5004397,2012
5004398,2012
5004399,2011
5004400,2012
5004401,2012
5004402,2012
5004403,2012
5004404,2012
5004405,2011
5004406,2012
5004407,2012
5004408,2012
5004409,2012
5004410,2012
5004411,2012
5004412,2012
5004413,2012
5004414,2012
5004415,2012
5004416,2012
5004417,2012
5004418,2012
5004419,2012
5004420,2012
5004421,2012
5004422,2011
5004423,2012
5004424,2012
5004425,2012
5004426,2012
5004427,2012
5004428,2013
5004429,2012
5004430,2012
5004431,2012
5004432,2012
5004433,2012
5004434,2012
5004435,2012
5004436,2012
5004437,2012
5004438,2012
5004439,2012
5004440,2012
5004441,2012
5004442,2012
5004443,2012
5004444,2013
5004445,2013
5004446,2013
5004447,2013
5004448,2013
5004449,2013
5004450,2013
5004451,2013
5004452,2013
5004453,2013
5004454,2013
5004455,2013
5004456,2013
5004457,2013
5004458,2013
5004459,2013
5004460,2013
5004461,2013
5004462,2013
5004463,2013
5004464,2013
5004465,2013
5004466,2013
5004467,2013
5004468,2013
5004469,2013
5004470,2013
5004471,2013
5004472,2013
5004473,2013
5004474,2013
5004475,2013
5004476,2013
5004477,2013
5004478,2013
5004479,2013
5004480,2013
5004481,2013
5004482,2013
5004483,2013
5004484,2013
5004485,2013
5004486,2001
5004487,2001
5004488,2001
5004489,2001
5004490,2001
5004491,2001
5004492,2001
5004493,2001
5004494,2001
5004495,2001
5004496,2001
5004497,2001
5004498,2001
5004499,2001
5004500,2001
5004501,2001
5004502,2001
5004503,2001
5004504,2001
5004505,2001
5004506,2001
5004507,2001
5004508,2001
5004509,2002
5004510,2002
5004511,2002
5004512,2002
5004513,2002
5004514,2002
5004515,2002
5004516,2002
5004517,2002
5004518,2002
5004519,2002
5004520,2002
5004521,2002
5004522,2002
5004523,2002
5004524,2002
5004525,2002
5004526,2002
5004527,2002
5004528,2002
5004529,2002
5004530,2002
5004531,2002
5004532,2002
5004533,2002
5004534,2002
5004535,2002
5004536,2003
5004537,2003
5004538,2003
5004539,2003
5004540,2003
5004541,2003
5004542,2003
5004543,2003
5004544,2003
5004545,2003
5004546,2003
5004547,2003
5004548,2003
5004549,2003
5004550,2003
5004551,2003
5004552,2003
5004553,1991
5004554,1991
5004555,1991
5004556,1991
5004557,1991
5004558,1991
5004559,1991
5004560,1991
5004561,1991
5004562,1991
5004563,1991
5004564,1991
5004565,2013
5004566,2013
5004567,2013
5004568,2013
5004569,2013
5004570,2013
5004571,2013
5004572,2013
5004573,2013
5004574,2013
5004575,2013
5004576,2013
5004577,2013
5004578,2013
5004579,2013
5004580,2014
5004581,2013
5004582,2014
5004583,2014
5004584,2013
5004585,2014
5004586,2013
5004587,2014
5004588,2014
5004589,2014
5004590,2014
5004591,2014
5004592,2014
5004593,2014
5004594,2014
5004595,2014
5004596,2014
5004597,2014
5004598,2014
5004599,2014
5004600,2014
5004601,2014
5004602,2014
5004603,2014
5004604,2014
5004605,2014
5004606,2014
5004607,2014
5004608,2014
5004609,2014
5004610,2014
5004611,2014
5004612,2014
5004613,2014
5004614,2014
5004615,2014
5004616,2014
5004617,2014
5004618,2014
5004619,2014
5004620,2014
5004621,2015
5004622,2014
5004623,2015
5004624,2014
5004625,2014
5004626,2014
5004627,2015
5004628,2014
5004629,2014
5004630,2015
5004631,2014
5004632,2014
5004633,2015
5004634,2015
5004635,2015
5004636,2014
5004637,2014
5004638,2015
5004639,2015
5004640,2015
5004641,2015
5004642,2015
5004643,2015
5004644,2015
5004645,2015
5004646,2015
5004647,2015
5004648,2015
5004649,2015
5004650,2015
5004651,2015
5004652,2015
5004653,2015
5004654,2015
5004655,2015
5004656,2015
5004657,2015
5004658,2015
5004659,2015
5004660,2015
5004661,2015
5004662,2015
5004663,2015
5004664,2015
5004665,2015
5004666,2015
5004667,2015
5004668,2015
5004669,2015
5004670,2015
5004671,2015
5004672,2015
5004673,2015
5004674,2015
5004675,2015
5004676,2015
5004677,2016
5004678,2016
5004679,2016
5004680,2016
5004681,2016
5004682,2016
5004683,2016
5004684,2016
5004685,2016
5004686,2016
5004687,2016
5004688,2016
5004689,2016
5004690,2016
5004691,2016
5004692,2016
5004693,2016
5004694,2016
5004695,2016
5004696,2016
5004697,2016
5004698,2016
5004699,2016
5004700,2016
5004701,2016
5004702,2016
5004703,2016
5004704,2016
5004705,2016
5004706,2016
5004707,2016
5004708,2016
5004709,2016
5004710,2016
5004711,2016
5004712,2016
5004713,2016
5004714,2016
5004715,2016
5004716,2016
5004717,2016
5004723,2016
5004732,2016
5004733,2016
5004734,2016
5004735,2016
5004736,2016
5004738,2016
5004740,2016
5004741,2016
5004743,1992
5004744,1992
5004745,1992
5004746,1992
5004747,1992
5004748,1992
5004749,1992
5004750,1992
5004751,1992
5004752,1992
5004753,1992
5004754,1992
5004755,1992
5004756,1992
5004757,1992
5004758,1992
5004759,1993
5004760,1993
5004761,1993
5004762,1993
5004763,1993
5004764,1993
5004765,1993
5004766,1993
5004767,1993
5004768,1993
5004769,1993
5004770,1993
5004771,1993
5004772,1994
5004773,1994
5004774,1994
5004775,1994
5004776,1994
5004777,1994
5004778,1994
5004779,1994
5004780,1994
5004781,1994
5004782,1994
5004783,1994
5004784,1994
5004785,1994
5004786,1994
5004787,1995
5004788,1995
5004789,1995
5004790,1995
5004791,1995
5004792,1995
5004793,1995
5004794,1995
5004795,1995
5004796,1995
5004797,1995
5004798,1995
5004799,1995
5004800,1995
5004801,1995
5004802,1995
5004803,1996
5004804,1996
5004805,1996
5004806,1996
5004807,1996
5004808,1996
5004809,1996
5004810,1996
5004811,1996
5004812,1996
5004813,1996
5004814,1996
5004815,1996
5004816,1996
5004817,1996
5004818,1996
5004819,1996
5004820,1996
5004821,1996
5004822,1996
5004823,1996
5004824,1996
5004825,1996
5004826,1996
5004827,1996
5004828,1996
5004829,1996
5004830,1997
5004831,1997
5004832,1997
5004833,1997
5004834,1997
5004835,1997
5004836,1997
5004837,1997
5004838,1997
5004839,1997
5004840,1997
5004841,1997
5004842,1997
5004843,1997
5004844,1997
5004845,1997
5004846,1997
5004847,1997
5004848,1997
5004849,1997
5004850,1997
5004851,1998
5004852,1998
5004853,1998
5004854,1998
5004855,1998
5004856,1998
5004857,1998
5004858,1998
5004859,1998
5004860,1998
5004861,1998
5004862,1998
5004863,1998
5004864,1998
5004865,1998
5004866,1998
5004867,1998
5004868,1998
5004869,1998
5004870,1998
5004871,1998
5004872,1998
5004873,2000
5004874,2000
5004875,2000
5004876,2000
5004877,2000
5004878,2001
5004879,2001
5004880,2001
5004881,2001
5004882,2001
5004883,2001
5004884,2001
5004885,2001
5004886,2008
5004887,2008
5004888,2008
5004889,2008
5004890,2008
5004891,2008
5004892,2008
5004893,2008
5004894,2008
5004895,2008
5004896,2008
5004897,2008
5004898,2008
5004899,2008
5004900,2008
5004901,2008
5004902,2008
5004903,2008
5004904,2009
5004905,2009
5004906,2009
5004907,2009
5004908,2009
5004909,2009
5004910,2009
5004911,2009
5004912,2009
5004913,2009
5004914,2009
5004915,2009
5004916,2009
5004917,2009
5004918,2009
5004919,2009
5004920,2009
5004921,2009
5004922,2009
5004923,2009
5004924,2009
5004925,2009
5004926,2009
5004927,2009
5004928,2009
5004929,2009
5004930,2009
5004931,2009
5004932,2009
5004933,2009
5004934,2009
5004935,2010
5004936,2010
5004937,2010
5004938,2010
5004939,2010
5004940,2010
5004941,2010
5004942,2010
5004943,2010
5004944,2010
5004945,2010
5004946,2010
5004947,2010
5004948,2010
5004949,2010
5004950,2010
5004951,2010
5004952,2010
5004953,2010
5004954,2010
5004955,2010
5004956,2010
5004957,2011
5004958,2011
5004959,2011
5004960,2011
5004961,2011
5004962,2010
5004963,2010
5004964,2011
5004965,2011
5004966,2010
5004967,2010
5004968,2011
5004969,2011
5004970,2011
5004971,2011
5004972,2011
5004973,2012
5004974,2012
5004975,2011
5004976,2011
5004977,2011
5004978,2011
5004979,2011
5004980,2011
5004981,2011
5004982,2011
5004983,2011
5004984,2012
5004985,2012
5004986,2012
5004987,2012
5004988,2012
5004989,2012
5004990,2012
5004991,2012
5004992,2012
5004993,2012
5004994,2012
5004995,2012
5004996,2012
5004997,2012
5004998,2012
5004999,2012
5005000,2013
5005001,2012
5005002,2012
5005003,2012
5005004,2012
5005005,2012
5005006,2013
5005007,2012
5005008,2013
5005009,2013
5005010,2013
5005011,2013
5005012,2001
5005013,2001
5005014,2001
5005015,2001
5005016,2002
5005017,2002
5005018,2002
5005019,2002
5005020,2002
5005021,2002
5005022,2002
5005023,2002
5005024,2002
5005025,2002
5005026,2002
5005027,2002
5005028,2002
5005029,2013
5005030,2013
5005031,2013
5005032,2013
5005033,2013
5005034,2013
5005035,2013
5005036,2013
5005037,2013
5005038,2013
5005039,2013
5005040,2013
5005041,2013
5005042,2014
5005043,2013
5005044,2014
5005045,2014
5005046,2014
5005047,2014
5005048,2014
5005049,2014
5005050,2014
5005051,2014
5005052,2014
5005053,2014
5005054,2014
5005055,2014
5005056,2014
5005057,2014
5005058,2014
5005059,2015
5005060,2014
5005061,2014
5005062,2015
5005063,2015
5005064,2015
5005065,2015
5005066,2015
5005067,2015
5005068,2015
5005069,2015
5005070,2015
5005071,2015
5005072,2015
5005073,2015
5005074,2015
5005075,2015
5005076,2015
5005077,2016
5005078,2016
5005079,2016
5005080,2016
5005081,2016
5005082,2016
5005083,2016
5005084,2016
5005085,2016
5005086,2016
5005087,2016
5005088,2016
5005089,2016
5005090,2016
5005091,2016
5005092,2016
5005093,2016
5005094,2016
5005095,2016
5005096,2016
5005097,2016
5005105,2002
5005106,2002
5005107,2002
5005108,2002
5005109,2002
5005110,2002
5005111,2002
5005112,2003
5005113,2003
5005114,2003
5005115,2003
5005116,2003
5005117,2003
5005118,2003
5005119,2003
5005120,2003
5005121,2003
5005122,2003
5005123,2003
5005124,2003
5005125,2003
5005126,2003
5005127,2003
5005128,2003
5005129,2003
5005130,2003
5005131,2004
5005132,2004
5005133,2004
5005134,2004
5005135,2004
5005136,2004
5005137,2004
5005138,2004
5005139,2004
5005140,2004
5005141,2004
5005142,2004
5005143,2004
5005144,2004
5005145,2004
5005146,2004
5005147,2004
5005148,2004
5005149,2004
5005150,2004
5005151,2004
5005152,2004
5005153,2004
5005154,2004
5005155,2004
5005156,2004
5005157,2004
5005158,2005
5005159,2005
5005160,2005
5005161,2005
5005162,2005
5005163,2005
5005164,2005
5005165,2005
5005166,2005
5005167,2005
5005168,2005
5005169,2005
5005170,2005
5005171,2005
5005172,2005
5005173,2005
5005174,2005
5005175,2005
5005176,2005
5005177,2005
5005178,2005
5005179,2006
5005180,2006
5005181,2006
5005182,2006
5005183,2006
5005184,2006
5005185,2006
5005186,2006
5005187,2006
5005188,2006
5005189,2006
5005190,2006
5005191,2006
5005192,2006
5005193,2006
5005194,2006
5005195,2006
5005196,2006
5005197,2006
5005198,2006
5005199,2006
5005200,2006
5005201,2006
5005202,2006
5005203,2007
5005204,2007
5005205,2007
5005206,2007
5005207,2007
5005208,2007
5005209,2007
5005210,2007
5005211,2007
5005212,2007
5005213,2007
5005214,2007
5005215,2007
5005216,2007
5005217,2007
5005218,2007
5005219,2007
5005220,2007
5005221,1960
5005222,1960
5005223,1960
5005224,1960
5005225,1960
5005226,1960
5005227,1960
5005228,1960
5005229,1960
5005230,1960
5005231,1960
5005232,1960
5005233,1960
5005234,1960
5005235,1960
5005236,1960
5005237,1960
5005238,1960
5005239,1960
5005240,1960
5005241,1960
5005242,1961
5005243,1961
5005244,1961
5005245,1961
5005246,1961
5005247,1961
5005248,1961
5005249,1961
5005250,1962
5005251,1962
5005252,1962
5005253,1962
5005254,1962
5005255,1962
5005256,1962
5005257,1962
5005258,1962
5005259,1962
5005260,1962
5005261,1963
5005262,1963
5005263,1963
5005264,1963
5005265,1963
5005266,1963
5005267,1963
5005268,1963
5005269,1963
5005270,1963
5005271,1963
5005272,1963
5005273,1963
5005274,1964
5005275,1964
5005276,1964
5005277,1964
5005278,1964
5005279,1964
5005280,1964
5005281,1964
5005282,1964
5005283,1964
5005284,1964
5005285,1964
5005286,1964
5005287,1964
5005288,1964
5005289,1982
5005290,1982
5005291,1982
5005292,1982
5005293,1982
5005294,1982
5005295,1982
5005296,1982
5005297,1982
5005298,1982
5005299,1982
5005300,1982
5005301,1982
5005302,1991
5005303,1991
5005304,1991
5005305,1991
5005306,1991
5005307,1991
5005308,1991
5005309,1991
5005310,1991
5005311,1991
5005312,1991
5005313,1991
5005314,1991
5005315,1991
5005316,1991
5005317,1991
5005318,1991
5005319,1991
5005320,1991
5005321,1991
5005322,1991
5005323,2004
5005324,2004
5005325,2004
5005326,2004
5005327,2004
5005328,2004
5005329,2005
5005330,2004
5005331,2004
5005332,2004
5005333,2004
5005334,2004
5005335,2004
5005336,2004
5005337,2004
5005338,2004
5005339,2004
5005340,2005
5005341,2004
5005342,2004
5005343,2004
5005344,2004
5005345,2005
5005346,2004
5005347,2004
5005348,2004
5005349,2004
5005350,2004
5005351,2004
5005352,2004
5005353,2004
5005354,2004
5005355,2004
5005356,2004
5005357,2004
5005358,2004
5005359,2005
5005360,2005
5005361,2005
5005362,2004
5005363,2004
5005364,2004
5005365,2004
5005366,2005
5005367,2004
5005368,2005
5005369,2005
5005370,2004
5005371,2005
5005372,2004
5005373,2005
5005374,2004
5005375,2005
5005376,2005
5005377,2005
5005378,2005
5005379,2005
5005380,2004
5005381,2005
5005382,2005
5005383,2005
5005384,2005
5005385,2005
5005386,2005
5005387,2005
5005388,2005
5005389,2005
5005390,2005
5005391,2005
5005392,2005
5005393,2005
5005394,2005
5005395,2005
5005396,2007
5005397,2005
5005398,2005
5005399,2005
5005400,2006
5005401,2005
5005402,2006
5005403,2005
5005404,2006
5005405,2005
5005406,2007
5005407,2006
5005408,2006
5005409,2006
5005410,2006
5005411,2006
5005412,2006
5005413,2005
5005414,2006
5005415,2006
5005416,2005
5005417,2006
5005418,2005
5005419,2006
5005420,2006
5005421,2005
5005422,2006
5005423,2006
5005424,2006
5005425,2006
5005426,2006
5005427,2006
5005428,2006
5005429,2006
5005430,2006
5005431,2006
5005432,2006
5005433,2006
5005434,2006
5005435,2006
5005436,2006
5005437,2006
5005438,2006
5005439,2006
5005440,2006
5005441,2006
5005442,2006
5005443,2006
5005444,2006
5005445,2006
5005446,2006
5005447,2006
5005448,2006
5005449,2006
5005450,2006
5005451,2006
5005452,2006
5005453,2006
5005454,2006
5005455,2006
5005456,2006
5005457,2006
5005458,2006
5005459,2007
5005460,2007
5005461,2007
5005462,2007
5005463,2007
5005464,2006
5005465,2006
5005466,2007
5005467,2007
5005468,2007
5005469,2006
5005470,2007
5005471,2006
5005472,2007
5005473,2006
5005474,2007
5005475,2007
5005476,2007
5005477,2007
5005478,2007
5005479,2007
5005480,2006
5005481,2006
5005482,2007
5005483,2007
5005484,2007
5005485,2007
5005486,2007
5005487,2007
5005488,2007
5005489,2007
5005490,2006
5005491,2007
5005492,2007
5005493,2007
5005494,2007
5005495,2007
5005496,2007
5005497,2007
5005498,2007
5005499,2008
5005500,2007
5005501,2007
5005502,2007
5005503,2007
5005504,2007
5005505,2007
5005506,2007
5005507,2007
5005508,2007
5005509,2007
5005510,2007
5005511,2007
5005512,2008
5005513,2007
5005514,2008
5005515,2008
5005516,2007
5005517,2008
5005518,2007
5005519,2008
5005520,2007
5005521,2008
5005522,2008
5005523,2008
5005524,2007
5005525,2008
5005526,2007
5005527,2008
5005528,2008
5005529,2008
5005530,2008
5005531,2008
5005532,2008
5005533,2008
5005534,2008
5005535,2007
5005536,2008
5005537,2008
5005538,2008
5005539,2008
5005540,2008
5005541,2008
5005542,2008
5005543,2008
5005544,2008
5005545,2008
5005546,2008
5005547,2008
5005548,2008
5005549,2008
5005550,2008
5005551,2008
5005552,2008
5005553,2008
5005554,2008
5005555,2008
5005556,2008
5005557,2008
5005558,2008
5005559,2008
5005560,2008
5005561,2008
5005562,2008
5005563,2008
5005564,2008
5005565,2008
5005566,2008
5005567,2008
5005568,2008
5005569,2008
5005570,2008
5005571,2008
5005572,2008
5005573,2008
